IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
144.202.123.173,443,true,LAX,北美洲,美国洛杉矶,0 ms,97366 kB/s
149.28.80.8,10443,true,LAX,北美洲,美国洛杉矶,1 ms,95629 kB/s
192.9.133.106,443,true,SJC,北美洲,美国圣何塞,11 ms,92077 kB/s
129.146.250.189,50008,true,LAX,北美洲,美国洛杉矶,10 ms,92015 kB/s
44.36.18.100,2087,true,LAX,北美洲,美国洛杉矶,1 ms,91301 kB/s
172.235.54.221,443,true,LAX,北美洲,美国洛杉矶,1 ms,90841 kB/s
172.233.131.73,443,true,LAX,北美洲,美国洛杉矶,2 ms,90347 kB/s
104.207.155.167,443,true,LAX,北美洲,美国洛杉矶,1 ms,90131 kB/s
45.77.0.210,2025,true,SJC,北美洲,美国圣何塞,13 ms,90086 kB/s
44.36.18.100,2096,true,LAX,北美洲,美国洛杉矶,2 ms,89194 kB/s
149.28.92.56,443,true,LAX,北美洲,美国洛杉矶,1 ms,88184 kB/s
66.112.215.118,443,true,LAX,北美洲,美国洛杉矶,1 ms,87707 kB/s
45.32.75.42,443,true,LAX,北美洲,美国洛杉矶,0 ms,87295 kB/s
104.194.86.60,587,true,LAX,北美洲,美国洛杉矶,0 ms,87268 kB/s
45.77.0.161,9443,true,SJC,北美洲,美国圣何塞,12 ms,86274 kB/s
129.153.74.179,443,true,LAX,北美洲,美国洛杉矶,13 ms,86005 kB/s
44.36.18.100,2053,true,LAX,北美洲,美国洛杉矶,1 ms,85500 kB/s
65.49.193.13,55555,true,LAX,北美洲,美国洛杉矶,3 ms,84612 kB/s
165.1.75.146,443,true,SJC,北美洲,美国圣何塞,10 ms,84543 kB/s
129.146.75.174,50008,true,LAX,北美洲,美国洛杉矶,10 ms,83802 kB/s
144.34.230.153,9003,true,LAX,北美洲,美国洛杉矶,1 ms,83543 kB/s
44.36.18.100,443,true,LAX,北美洲,美国洛杉矶,2 ms,83482 kB/s
107.182.18.145,1028,true,LAX,北美洲,美国洛杉矶,1 ms,83387 kB/s
98.142.142.179,587,true,LAX,北美洲,美国洛杉矶,1 ms,82961 kB/s
144.34.228.184,20029,true,LAX,北美洲,美国洛杉矶,0 ms,81114 kB/s
129.146.48.121,2052,true,LAX,北美洲,美国洛杉矶,11 ms,80718 kB/s
159.54.160.136,443,true,SJC,北美洲,美国圣何塞,24 ms,80563 kB/s
198.181.38.68,5710,true,LAX,北美洲,美国洛杉矶,1 ms,80395 kB/s
172.233.140.175,2096,true,LAX,北美洲,美国洛杉矶,0 ms,80289 kB/s
192.9.137.193,8443,true,SJC,北美洲,美国圣何塞,11 ms,79624 kB/s
144.168.56.119,20079,true,LAX,北美洲,美国洛杉矶,0 ms,78882 kB/s
104.194.66.75,33444,true,LAX,北美洲,美国洛杉矶,0 ms,78790 kB/s
144.202.123.11,33391,true,LAX,北美洲,美国洛杉矶,0 ms,78631 kB/s
163.192.29.103,8443,true,SJC,北美洲,美国圣何塞,13 ms,77941 kB/s
67.230.180.33,11000,true,LAX,北美洲,美国洛杉矶,1 ms,77205 kB/s
45.77.0.210,4060,true,SJC,北美洲,美国圣何塞,12 ms,76704 kB/s
137.131.4.195,50008,true,LAX,北美洲,美国洛杉矶,10 ms,76473 kB/s
89.208.246.105,443,true,LAX,北美洲,美国洛杉矶,0 ms,74949 kB/s
45.56.83.116,443,true,SJC,北美洲,美国圣何塞,11 ms,74740 kB/s
209.38.131.71,1141,true,SJC,北美洲,美国圣何塞,14 ms,74189 kB/s
64.64.249.39,587,true,LAX,北美洲,美国洛杉矶,0 ms,73694 kB/s
44.36.18.100,2083,true,LAX,北美洲,美国洛杉矶,2 ms,73277 kB/s
45.63.60.138,443,true,LAX,北美洲,美国洛杉矶,0 ms,73165 kB/s
64.23.143.23,587,true,SJC,北美洲,美国圣何塞,14 ms,72792 kB/s
141.148.149.116,50008,true,LAX,北美洲,美国洛杉矶,10 ms,72372 kB/s
45.62.112.59,8443,true,LAX,北美洲,美国洛杉矶,1 ms,72013 kB/s
45.78.5.151,587,true,LAX,北美洲,美国洛杉矶,1 ms,71513 kB/s
104.194.83.67,30000,true,LAX,北美洲,美国洛杉矶,0 ms,70718 kB/s
93.179.115.54,443,true,LAX,北美洲,美国洛杉矶,0 ms,70502 kB/s
149.28.79.224,8080,true,LAX,北美洲,美国洛杉矶,1 ms,69950 kB/s
212.50.229.194,443,true,SJC,北美洲,美国圣何塞,15 ms,69068 kB/s
149.248.21.85,11146,true,LAX,北美洲,美国洛杉矶,1 ms,69024 kB/s
144.202.80.138,443,true,SEA,北美洲,Seattle,33 ms,68685 kB/s
174.137.49.121,587,true,SJC,北美洲,美国圣何塞,13 ms,68675 kB/s
173.242.115.117,10395,true,LAX,北美洲,美国洛杉矶,1 ms,67587 kB/s
45.62.96.119,27015,true,SJC,北美洲,美国圣何塞,10 ms,67465 kB/s
97.64.21.181,8443,true,LAX,北美洲,美国洛杉矶,0 ms,67337 kB/s
23.105.220.235,9306,true,LAX,北美洲,美国洛杉矶,1 ms,66796 kB/s
65.49.193.44,15200,true,LAX,北美洲,美国洛杉矶,1 ms,65348 kB/s
172.233.142.49,25255,true,LAX,北美洲,美国洛杉矶,1 ms,65163 kB/s
67.216.200.35,443,true,LAX,北美洲,美国洛杉矶,3 ms,64729 kB/s
129.146.186.52,50008,true,LAX,北美洲,美国洛杉矶,10 ms,64188 kB/s
45.62.127.160,10443,true,LAX,北美洲,美国洛杉矶,1 ms,63563 kB/s
98.142.143.170,10041,true,LAX,北美洲,美国洛杉矶,1 ms,62801 kB/s
64.181.243.99,443,true,SJC,北美洲,美国圣何塞,14 ms,62613 kB/s
45.62.99.97,443,true,SJC,北美洲,美国圣何塞,10 ms,61685 kB/s
192.243.113.108,443,true,LAX,北美洲,美国洛杉矶,1 ms,61627 kB/s
64.64.227.102,449,true,LAX,北美洲,美国洛杉矶,1 ms,61444 kB/s
104.225.234.22,443,true,LAX,北美洲,美国洛杉矶,1 ms,61076 kB/s
23.105.192.140,443,true,LAX,北美洲,美国洛杉矶,0 ms,60840 kB/s
192.9.139.160,443,true,SJC,北美洲,美国圣何塞,13 ms,60645 kB/s
80.251.213.77,443,true,LAX,北美洲,美国洛杉矶,7 ms,60564 kB/s
45.62.113.179,443,true,LAX,北美洲,美国洛杉矶,1 ms,60456 kB/s
199.19.104.142,1443,true,LAX,北美洲,美国洛杉矶,0 ms,60357 kB/s
104.160.42.64,587,true,LAX,北美洲,美国洛杉矶,8 ms,60138 kB/s
129.146.203.232,50008,true,LAX,北美洲,美国洛杉矶,9 ms,60101 kB/s
98.142.143.170,10040,true,LAX,北美洲,美国洛杉矶,1 ms,59206 kB/s
23.105.199.91,21626,true,LAX,北美洲,美国洛杉矶,0 ms,58943 kB/s
45.63.91.2,8443,true,SJC,北美洲,美国圣何塞,12 ms,58916 kB/s
97.64.26.142,30840,true,LAX,北美洲,美国洛杉矶,0 ms,58685 kB/s
172.93.32.189,443,true,YVR,北美洲,Vancouver,34 ms,58500 kB/s
144.34.235.253,16606,true,LAX,北美洲,美国洛杉矶,1 ms,58386 kB/s
144.34.227.210,33473,true,LAX,北美洲,美国洛杉矶,1 ms,58277 kB/s
44.36.18.100,8443,true,LAX,北美洲,美国洛杉矶,1 ms,58106 kB/s
45.62.110.18,27015,true,SJC,北美洲,美国圣何塞,11 ms,57697 kB/s
104.224.159.50,60000,true,LAX,北美洲,美国洛杉矶,0 ms,57552 kB/s
67.209.182.224,27015,true,LAX,北美洲,美国洛杉矶,0 ms,57502 kB/s
65.49.192.12,443,true,LAX,北美洲,美国洛杉矶,1 ms,57202 kB/s
96.45.187.148,8443,true,LAX,北美洲,美国洛杉矶,1 ms,56530 kB/s
173.242.113.174,8012,true,LAX,北美洲,美国洛杉矶,1 ms,56193 kB/s
64.64.241.54,20001,true,LAX,北美洲,美国洛杉矶,0 ms,55940 kB/s
45.62.110.53,443,true,SJC,北美洲,美国圣何塞,19 ms,55935 kB/s
104.194.82.58,443,true,LAX,北美洲,美国洛杉矶,0 ms,55723 kB/s
144.34.230.39,443,true,LAX,北美洲,美国洛杉矶,1 ms,55431 kB/s
95.169.26.188,38557,true,LAX,北美洲,美国洛杉矶,1 ms,55245 kB/s
129.146.6.217,50008,true,LAX,北美洲,美国洛杉矶,9 ms,55159 kB/s
96.45.187.117,443,true,LAX,北美洲,美国洛杉矶,9 ms,54966 kB/s
144.34.228.107,443,true,LAX,北美洲,美国洛杉矶,17 ms,54807 kB/s
23.105.220.235,19133,true,LAX,北美洲,美国洛杉矶,1 ms,53880 kB/s
144.34.228.162,443,true,LAX,北美洲,美国洛杉矶,17 ms,53601 kB/s
178.157.50.221,8001,true,LAX,北美洲,美国洛杉矶,0 ms,53546 kB/s
104.225.153.70,443,true,LAX,北美洲,美国洛杉矶,0 ms,53515 kB/s
198.181.36.89,443,true,LAX,北美洲,美国洛杉矶,1 ms,53496 kB/s
74.211.103.112,443,true,LAX,北美洲,美国洛杉矶,7 ms,53412 kB/s
67.218.135.8,54321,true,LAX,北美洲,美国洛杉矶,1 ms,53343 kB/s
80.251.221.41,443,true,LAX,北美洲,美国洛杉矶,1 ms,53307 kB/s
149.28.223.40,8443,true,SJC,北美洲,美国圣何塞,12 ms,53222 kB/s
45.32.75.42,8443,true,LAX,北美洲,美国洛杉矶,0 ms,53114 kB/s
192.69.94.7,40001,true,LAX,北美洲,美国洛杉矶,1 ms,53100 kB/s
23.106.154.209,9418,true,LAX,北美洲,美国洛杉矶,0 ms,52608 kB/s
104.225.237.241,443,true,LAX,北美洲,美国洛杉矶,1 ms,52607 kB/s
74.211.111.3,27015,true,LAX,北美洲,美国洛杉矶,1 ms,52541 kB/s
23.105.220.138,1004,true,LAX,北美洲,美国洛杉矶,1 ms,52493 kB/s
199.193.127.46,443,true,LAX,北美洲,美国洛杉矶,0 ms,52479 kB/s
199.180.114.14,443,true,LAX,北美洲,美国洛杉矶,0 ms,52315 kB/s
152.70.112.175,55555,true,SJC,北美洲,美国圣何塞,10 ms,52176 kB/s
104.160.45.229,512,true,LAX,北美洲,美国洛杉矶,1 ms,52127 kB/s
67.209.179.237,30419,true,LAX,北美洲,美国洛杉矶,2 ms,52115 kB/s
104.194.72.66,33073,true,LAX,北美洲,美国洛杉矶,0 ms,52070 kB/s
216.128.140.253,26376,true,DFW,北美洲,Dallas,31 ms,52037 kB/s
107.182.17.246,443,true,LAX,北美洲,美国洛杉矶,0 ms,52034 kB/s
144.34.163.149,58431,true,LAX,北美洲,美国洛杉矶,1 ms,51980 kB/s
172.96.192.109,22503,true,LAX,北美洲,美国洛杉矶,1 ms,51810 kB/s
173.242.124.244,9015,true,LAX,北美洲,美国洛杉矶,0 ms,51610 kB/s
104.194.91.39,443,true,LAX,北美洲,美国洛杉矶,0 ms,51508 kB/s
23.106.155.30,12257,true,LAX,北美洲,美国洛杉矶,1 ms,51476 kB/s
172.93.41.106,443,true,LAX,北美洲,美国洛杉矶,1 ms,51340 kB/s
66.112.217.201,443,true,LAX,北美洲,美国洛杉矶,0 ms,51310 kB/s
199.19.104.63,666,true,LAX,北美洲,美国洛杉矶,1 ms,51142 kB/s
104.238.180.123,443,true,SJC,北美洲,美国圣何塞,20 ms,51066 kB/s
149.28.223.40,9443,true,SJC,北美洲,美国圣何塞,12 ms,50820 kB/s
64.64.242.25,443,true,LAX,北美洲,美国洛杉矶,1 ms,50660 kB/s
95.163.203.38,2053,true,LAX,北美洲,美国洛杉矶,0 ms,50565 kB/s
176.122.132.65,1991,true,LAX,北美洲,美国洛杉矶,1 ms,50438 kB/s
192.243.115.180,443,true,LAX,北美洲,美国洛杉矶,1 ms,50350 kB/s
144.34.231.35,18888,true,LAX,北美洲,美国洛杉矶,4 ms,49964 kB/s
104.194.82.107,443,true,LAX,北美洲,美国洛杉矶,0 ms,49954 kB/s
198.181.36.185,9295,true,LAX,北美洲,美国洛杉矶,1 ms,49917 kB/s
64.64.224.83,10203,true,LAX,北美洲,美国洛杉矶,1 ms,49880 kB/s
104.224.181.22,443,true,LAX,北美洲,美国洛杉矶,8 ms,49748 kB/s
144.202.85.181,2096,true,SEA,北美洲,Seattle,29 ms,49582 kB/s
150.136.219.11,443,true,IAD,北美洲,美国阿什伯恩,66 ms,49561 kB/s
80.251.219.190,443,true,LAX,北美洲,美国洛杉矶,1 ms,49542 kB/s
207.246.97.82,443,true,LAX,北美洲,美国洛杉矶,2 ms,49422 kB/s
80.251.215.244,443,true,LAX,北美洲,美国洛杉矶,0 ms,49421 kB/s
199.19.111.248,443,true,LAX,北美洲,美国洛杉矶,1 ms,49201 kB/s
104.224.158.96,443,true,LAX,北美洲,美国洛杉矶,1 ms,49179 kB/s
104.194.81.2,443,true,LAX,北美洲,美国洛杉矶,19 ms,48819 kB/s
80.251.213.187,443,true,LAX,北美洲,美国洛杉矶,1 ms,48721 kB/s
65.49.210.99,443,true,LAX,北美洲,美国洛杉矶,1 ms,48476 kB/s
173.242.112.215,443,true,LAX,北美洲,美国洛杉矶,1 ms,48353 kB/s
104.225.146.252,443,true,LAX,北美洲,美国洛杉矶,22 ms,48194 kB/s
104.224.153.46,443,true,LAX,北美洲,美国洛杉矶,0 ms,48113 kB/s
104.194.81.150,443,true,LAX,北美洲,美国洛杉矶,10 ms,48069 kB/s
144.34.234.96,443,true,LAX,北美洲,美国洛杉矶,1 ms,48063 kB/s
80.251.220.146,443,true,LAX,北美洲,美国洛杉矶,3 ms,48050 kB/s
65.49.223.222,443,true,LAX,北美洲,美国洛杉矶,0 ms,48023 kB/s
173.242.114.187,19800,true,LAX,北美洲,美国洛杉矶,1 ms,48019 kB/s
67.216.196.221,443,true,LAX,北美洲,美国洛杉矶,3 ms,47711 kB/s
207.246.92.49,443,true,EWR,北美洲,美国纽瓦克,67 ms,47707 kB/s
23.105.197.36,443,true,LAX,北美洲,美国洛杉矶,1 ms,47616 kB/s
149.28.8.119,443,true,SEA,北美洲,Seattle,33 ms,47566 kB/s
199.193.125.229,1777,true,LAX,北美洲,美国洛杉矶,0 ms,47545 kB/s
45.62.110.190,443,true,SJC,北美洲,美国圣何塞,9 ms,47473 kB/s
65.49.197.29,20443,true,LAX,北美洲,美国洛杉矶,1 ms,47389 kB/s
95.181.189.177,443,true,LAX,北美洲,美国洛杉矶,1 ms,47222 kB/s
45.78.7.113,443,true,LAX,北美洲,美国洛杉矶,0 ms,47081 kB/s
104.207.159.165,8088,true,SEA,北美洲,Seattle,30 ms,47012 kB/s
95.169.24.119,443,true,LAX,北美洲,美国洛杉矶,1 ms,46835 kB/s
65.49.192.225,58564,true,LAX,北美洲,美国洛杉矶,0 ms,46689 kB/s
95.181.189.201,443,true,LAX,北美洲,美国洛杉矶,1 ms,46508 kB/s
129.146.199.96,443,true,LAX,北美洲,美国洛杉矶,13 ms,46468 kB/s
104.194.64.142,443,true,LAX,北美洲,美国洛杉矶,1 ms,46277 kB/s
107.182.179.27,2443,true,LAX,北美洲,美国洛杉矶,1 ms,46156 kB/s
216.24.184.56,443,true,LAX,北美洲,美国洛杉矶,1 ms,46015 kB/s
74.211.108.50,10437,true,LAX,北美洲,美国洛杉矶,0 ms,46008 kB/s
138.128.222.207,433,true,LAX,北美洲,美国洛杉矶,1 ms,45799 kB/s
192.243.114.127,12121,true,LAX,北美洲,美国洛杉矶,1 ms,45623 kB/s
144.34.230.128,443,true,LAX,北美洲,美国洛杉矶,2 ms,45558 kB/s
158.101.15.61,443,true,LAX,北美洲,美国洛杉矶,9 ms,45511 kB/s
104.194.66.215,443,true,LAX,北美洲,美国洛杉矶,1 ms,45449 kB/s
129.146.46.164,443,true,LAX,北美洲,美国洛杉矶,26 ms,45301 kB/s
65.49.205.213,443,true,LAX,北美洲,美国洛杉矶,0 ms,45271 kB/s
216.24.178.170,443,true,LAX,北美洲,美国洛杉矶,0 ms,45256 kB/s
192.69.93.205,443,true,LAX,北美洲,美国洛杉矶,1 ms,45206 kB/s
45.32.79.55,443,true,LAX,北美洲,美国洛杉矶,0 ms,45202 kB/s
65.49.195.163,14828,true,LAX,北美洲,美国洛杉矶,7 ms,45128 kB/s
104.243.20.184,443,true,LAX,北美洲,美国洛杉矶,0 ms,45107 kB/s
192.69.92.118,443,true,LAX,北美洲,美国洛杉矶,1 ms,44734 kB/s
144.34.231.104,32779,true,LAX,北美洲,美国洛杉矶,1 ms,44722 kB/s
89.208.247.199,443,true,LAX,北美洲,美国洛杉矶,0 ms,44332 kB/s
172.93.47.89,587,true,LAX,北美洲,美国洛杉矶,1 ms,44301 kB/s
23.105.195.30,443,true,LAX,北美洲,美国洛杉矶,1 ms,44216 kB/s
173.242.114.19,443,true,LAX,北美洲,美国洛杉矶,1 ms,44173 kB/s
192.69.94.252,443,true,LAX,北美洲,美国洛杉矶,1 ms,43674 kB/s
67.209.182.124,443,true,LAX,北美洲,美国洛杉矶,0 ms,43644 kB/s
45.62.116.113,443,true,LAX,北美洲,美国洛杉矶,2 ms,43623 kB/s
178.157.50.134,443,true,LAX,北美洲,美国洛杉矶,1 ms,43533 kB/s
104.243.24.51,51004,true,LAX,北美洲,美国洛杉矶,0 ms,43358 kB/s
172.93.46.36,8443,true,LAX,北美洲,美国洛杉矶,1 ms,43184 kB/s
149.28.12.28,443,true,SEA,北美洲,Seattle,30 ms,43116 kB/s
89.208.249.217,12345,true,LAX,北美洲,美国洛杉矶,1 ms,42656 kB/s
95.181.188.10,443,true,LAX,北美洲,美国洛杉矶,1 ms,42609 kB/s
104.224.159.239,8443,true,LAX,北美洲,美国洛杉矶,0 ms,42546 kB/s
104.224.155.109,443,true,LAX,北美洲,美国洛杉矶,14 ms,42522 kB/s
40.233.5.132,8443,true,QRO,北美洲,Queretaro,43 ms,42494 kB/s
93.179.114.166,10443,true,LAX,北美洲,美国洛杉矶,1 ms,42424 kB/s
104.224.154.190,20086,true,LAX,北美洲,美国洛杉矶,1 ms,42292 kB/s
65.49.218.243,443,true,LAX,北美洲,美国洛杉矶,7 ms,42005 kB/s
129.146.81.170,50008,true,LAX,北美洲,美国洛杉矶,10 ms,41749 kB/s
199.19.107.173,443,true,LAX,北美洲,美国洛杉矶,0 ms,41475 kB/s
97.64.29.11,443,true,LAX,北美洲,美国洛杉矶,1 ms,40789 kB/s
45.62.99.165,443,true,SJC,北美洲,美国圣何塞,20 ms,40787 kB/s
138.197.216.89,80,true,SJC,北美洲,美国圣何塞,14 ms,39576 kB/s
104.207.146.206,443,true,MIA,北美洲,迈阿密,70 ms,39482 kB/s
93.179.114.121,443,true,LAX,北美洲,美国洛杉矶,1 ms,39462 kB/s
165.227.119.36,2082,true,EWR,北美洲,美国纽瓦克,65 ms,39279 kB/s
65.49.203.14,443,true,LAX,北美洲,美国洛杉矶,1 ms,39161 kB/s
104.207.151.11,8443,true,SJC,北美洲,美国圣何塞,12 ms,39077 kB/s
172.235.49.135,17973,true,LAX,北美洲,美国洛杉矶,1 ms,38582 kB/s
104.194.66.173,60030,true,IAD,北美洲,美国阿什伯恩,14 ms,37774 kB/s
129.212.179.164,2021,true,ATL,北美洲,亚特兰大,47 ms,37716 kB/s
192.243.113.150,2053,true,LAX,北美洲,美国洛杉矶,1 ms,37550 kB/s
144.34.230.37,443,true,LAX,北美洲,美国洛杉矶,1 ms,37278 kB/s
149.28.11.68,55555,true,SEA,北美洲,Seattle,29 ms,37230 kB/s
64.23.244.95,443,true,SJC,北美洲,美国圣何塞,13 ms,37085 kB/s
66.112.208.37,443,true,LAX,北美洲,美国洛杉矶,1 ms,37064 kB/s
45.62.107.226,443,true,SJC,北美洲,美国圣何塞,12 ms,36510 kB/s
209.38.62.93,2082,true,EWR,北美洲,美国纽瓦克,65 ms,36477 kB/s
104.224.157.64,49200,true,LAX,北美洲,美国洛杉矶,0 ms,35659 kB/s
89.208.249.11,49899,true,LAX,北美洲,美国洛杉矶,3 ms,34934 kB/s
45.32.210.244,443,true,ATL,北美洲,亚特兰大,50 ms,34053 kB/s
129.153.70.168,4433,true,LAX,北美洲,美国洛杉矶,25 ms,33769 kB/s
104.243.24.63,8443,true,LAX,北美洲,美国洛杉矶,11 ms,33367 kB/s
144.34.229.14,443,true,LAX,北美洲,美国洛杉矶,1 ms,33319 kB/s
45.62.101.243,2201,true,LAX,北美洲,美国洛杉矶,9 ms,33054 kB/s
216.128.134.116,443,true,DFW,北美洲,Dallas,32 ms,32735 kB/s
45.62.110.186,443,true,SJC,北美洲,美国圣何塞,11 ms,32511 kB/s
144.202.56.13,443,true,ORD,北美洲,芝加哥,54 ms,32157 kB/s
172.96.245.40,10778,true,CDG,欧洲,法国巴黎,1 ms,32118 kB/s
144.34.233.47,443,true,LAX,北美洲,美国洛杉矶,1 ms,32014 kB/s
150.136.254.79,443,true,IAD,北美洲,美国阿什伯恩,60 ms,31500 kB/s
129.158.42.112,50008,true,IAD,北美洲,美国阿什伯恩,64 ms,30566 kB/s
129.213.127.241,50008,true,IAD,北美洲,美国阿什伯恩,63 ms,29902 kB/s
209.38.79.110,443,true,SJC,北美洲,美国圣何塞,14 ms,29497 kB/s
216.128.131.78,9443,true,DFW,北美洲,Dallas,32 ms,29012 kB/s
208.167.245.42,443,true,EWR,北美洲,美国纽瓦克,66 ms,28474 kB/s
149.28.21.222,443,true,NRT,亚太,日本东京,107 ms,28058 kB/s
129.212.179.164,2040,true,ATL,北美洲,亚特兰大,46 ms,27447 kB/s
167.71.243.238,21857,true,EWR,北美洲,美国纽瓦克,65 ms,27218 kB/s
173.199.115.171,443,true,EWR,北美洲,美国纽瓦克,66 ms,27081 kB/s
45.76.208.123,2053,true,NRT,亚太,日本东京,107 ms,26878 kB/s
64.176.36.17,443,true,KIX,亚太,大阪,107 ms,26774 kB/s
45.77.206.201,443,true,EWR,北美洲,美国纽瓦克,71 ms,26563 kB/s
207.246.120.229,443,true,EWR,北美洲,美国纽瓦克,66 ms,26432 kB/s
165.232.146.234,2096,true,SJC,北美洲,美国圣何塞,24 ms,26375 kB/s
207.246.94.121,443,true,EWR,北美洲,美国纽瓦克,64 ms,26290 kB/s
64.176.42.125,10001,true,KIX,亚太,大阪,104 ms,26086 kB/s
64.176.210.187,443,true,EWR,北美洲,美国纽瓦克,74 ms,26066 kB/s
161.35.185.82,2012,true,EWR,北美洲,美国纽瓦克,85 ms,25118 kB/s
107.191.41.10,4431,true,EWR,北美洲,美国纽瓦克,70 ms,24471 kB/s
141.147.157.157,8443,true,KIX,亚太,大阪,104 ms,24432 kB/s
104.160.44.132,2000,true,LAX,北美洲,美国洛杉矶,1 ms,24422 kB/s
159.65.67.167,4443,true,SJC,北美洲,美国圣何塞,13 ms,24354 kB/s
192.18.136.12,443,true,SJC,北美洲,美国圣何塞,10 ms,23791 kB/s
45.55.147.6,443,true,EWR,北美洲,美国纽瓦克,69 ms,23425 kB/s
149.28.62.21,443,true,EWR,北美洲,美国纽瓦克,65 ms,23418 kB/s
216.238.79.72,443,true,DFW,北美洲,Dallas,71 ms,23157 kB/s
64.176.52.169,443,true,KIX,亚太,大阪,113 ms,23150 kB/s
144.34.239.81,443,true,LAX,北美洲,美国洛杉矶,1 ms,23077 kB/s
146.235.229.194,7777,true,SJC,北美洲,美国圣何塞,10 ms,22858 kB/s
150.136.52.121,50008,true,IAD,北美洲,美国阿什伯恩,63 ms,22277 kB/s
131.186.26.191,20011,true,ICN,亚太,韩国首尔,139 ms,22034 kB/s
40.233.110.251,443,true,YYZ,北美洲,加拿大多伦多,62 ms,21999 kB/s
131.186.26.191,20049,true,ICN,亚太,韩国首尔,132 ms,21975 kB/s
